,YEAR,MONTH,DAY,TYPE,PERIOD,SEASON,NEIGHBOURHOOD,Counts
1300,2021,4,1,Other Theft,AM,Spring,Killarney,2
1301,2022,4,1,Offence Against a Person,AM,Spring,Hastings-Sunrise,8
1302,2013,2,1,Theft of Bicycle,AM,Winter,Arbutus Ridge,1
1303,2013,3,1,Break and Enter Commercial,AM,Winter,Killarney,1
1304,2013,4,1,Mischief,AM,Spring,Sunset,9
1305,2022,3,1,Break and Enter Residential/Other,PM,Spring,South Cambie,1
1306,2020,12,1,Theft from Vehicle,PM,Winter,Kitsilano,8
1307,2019,2,1,Mischief,PM,Winter,Sunset,13
1308,2021,12,1,Theft from Vehicle,AM,Autumn,Grandview-Woodland,7
1309,2018,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Central Business District,13
1310,2013,6,1,Break and Enter Residential/Other,PM,Spring,Hastings-Sunrise,6
1311,2015,3,1,Theft of Bicycle,AM,Winter,Grandview-Woodland,3
1312,2014,9,1,Mischief,PM,Summer,Kerrisdale,1
1313,2020,2,1,Break and Enter Commercial,PM,Winter,West End,10
1314,2015,4,1,Other Theft,PM,Spring,Marpole,7
1315,2019,4,1,Theft of Vehicle,PM,Spring,Kerrisdale,1
1316,2019,5,1,Break and Enter Residential/Other,PM,Spring,Oakridge,6
1317,2014,3,1,Offence Against a Person,AM,Spring,Renfrew-Collingwood,5
1318,2013,8,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Renfrew-Collingwood,1
1319,2015,11,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Shaughnessy,1
1320,2020,4,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Sunset,2
1321,2018,1,1,Mischief,PM,Winter,Riley Park,8
1322,2022,8,1,Theft of Vehicle,PM,Summer,Dunbar-Southlands,2
1323,2014,4,1,Offence Against a Person,AM,Spring,Strathcona,39
1324,2019,4,1,Other Theft,AM,Spring,Stanley Park,2
1325,2014,5,1,Break and Enter Residential/Other,PM,Spring,Shaughnessy,6
1326,2021,12,1,Mischief,PM,Autumn,Hastings-Sunrise,5
1327,2014,5,1,Break and Enter Residential/Other,AM,Spring,Arbutus Ridge,5
1328,2021,12,1,Mischief,PM,Autumn,Kerrisdale,4
1329,2015,6,1,Other Theft,PM,Summer,Grandview-Woodland,8
1330,2015,1,1,Break and Enter Commercial,PM,Winter,Sunset,1
1331,2019,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Kensington-Cedar Cottage,1
1332,2018,2,1,Theft of Vehicle,PM,Winter,Kitsilano,1
1333,2015,2,1,Break and Enter Commercial,AM,Winter,Strathcona,9
1334,2018,2,1,Theft of Vehicle,AM,Winter,Fairview,1
1335,2018,10,1,Other Theft,AM,Autumn,Kensington-Cedar Cottage,12
1336,2019,10,1,Offence Against a Person,AM,Autumn,Strathcona,50
1337,2021,4,1,Theft of Vehicle,AM,Spring,Oakridge,1
1338,2016,5,1,Offence Against a Person,AM,Spring,Central Business District,79
1339,2019,6,1,Theft of Vehicle,PM,Spring,Fairview,3
1340,2012,11,1,Theft from Vehicle,PM,Autumn,Stanley Park,10
1341,2017,7,1,Mischief,AM,Summer,Mount Pleasant,12
1342,2013,9,1,Other Theft,PM,Summer,Victoria-Fraserview,4
1343,2012,6,1,Theft from Vehicle,AM,Spring,Killarney,1
1344,2018,1,1,Theft of Vehicle,PM,Winter,Mount Pleasant,3
1345,2016,6,1,Theft from Vehicle,AM,Summer,Dunbar-Southlands,1
1346,2018,7,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Renfrew-Collingwood,1
1347,2012,3,1,Theft of Bicycle,PM,Winter,Grandview-Woodland,1
1348,2018,9,1,Other Theft,PM,Summer,Killarney,5
1349,2013,7,1,Break and Enter Commercial,AM,Summer,Sunset,1
1350,2013,6,1,Break and Enter Commercial,AM,Summer,Central Business District,9
1351,2018,12,1,Break and Enter Commercial,AM,Autumn,Kensington-Cedar Cottage,3
1352,2015,3,1,Break and Enter Residential/Other,PM,Winter,West Point Grey,2
1353,2019,2,1,Mischief,AM,Winter,Victoria-Fraserview,4
1354,2012,4,1,Theft of Bicycle,AM,Spring,South Cambie,2
1355,2013,5,1,Theft of Vehicle,PM,Spring,Kitsilano,1
1356,2016,11,1,Theft from Vehicle,PM,Autumn,West End,47
1357,2018,3,1,Break and Enter Residential/Other,PM,Spring,West End,1
1358,2013,3,1,Theft of Bicycle,PM,Winter,Grandview-Woodland,9
1359,2017,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Kerrisdale,1
1360,2013,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Arbutus Ridge,1
1361,2019,9,1,Mischief,PM,Summer,Grandview-Woodland,12
1362,2019,3,1,Break and Enter Commercial,AM,Winter,Renfrew-Collingwood,2
1363,2014,12,1,Other Theft,AM,Autumn,Kensington-Cedar Cottage,10
1364,2015,1,1,Theft from Vehicle,PM,Winter,Riley Park,18
1365,2012,11,1,Other Theft,AM,Autumn,Kitsilano,8
1366,2021,6,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Fairview,2
1367,2016,7,1,Other Theft,AM,Summer,Kerrisdale,3
1368,2017,2,1,Other Theft,PM,Winter,Victoria-Fraserview,12
1369,2016,11,1,Theft of Bicycle,AM,Autumn,Sunset,1
1370,2016,1,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,West Point Grey,2
1371,2012,4,1,Theft from Vehicle,PM,Spring,Hastings-Sunrise,23
1372,2019,12,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,West End,1
1373,2016,4,1,Other Theft,PM,Spring,Grandview-Woodland,36
1374,2013,6,1,Break and Enter Commercial,PM,Spring,Marpole,2
1375,2018,9,1,Offence Against a Person,AM,Summer,Grandview-Woodland,19
1376,2018,11,1,Break and Enter Residential/Other,PM,Autumn,Dunbar-Southlands,8
1377,2015,8,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Marpole,2
1378,2013,6,1,Theft from Vehicle,AM,Summer,Dunbar-Southlands,1
1379,2018,10,1,Mischief,PM,Autumn,Central Business District,97
1380,2015,4,1,Theft from Vehicle,PM,Spring,Stanley Park,13
1381,2020,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Kitsilano,3
1382,2016,9,1,Theft of Vehicle,PM,Summer,Mount Pleasant,10
1383,2015,2,1,Theft of Vehicle,PM,Winter,Sunset,2
1384,2017,4,1,Offence Against a Person,AM,Spring,Riley Park,5
1385,2012,4,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Sunset,2
1386,2016,11,1,Theft from Vehicle,AM,Autumn,Oakridge,2
1387,2015,6,1,Mischief,PM,Spring,Riley Park,5
1388,2015,4,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Central Business District,8
1389,2012,5,1,Theft from Vehicle,PM,Spring,Killarney,13
1390,2019,3,1,Mischief,AM,Winter,Victoria-Fraserview,3
1391,2014,12,1,Break and Enter Commercial,AM,Autumn,Kerrisdale,2
1392,2017,2,1,Theft of Bicycle,AM,Winter,Kitsilano,3
1393,2012,12,1,Other Theft,PM,Autumn,Kerrisdale,2
1394,2017,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Sunset,9
1395,2012,12,1,Break and Enter Residential/Other,PM,Winter,Victoria-Fraserview,1
1396,2018,6,1,Other Theft,PM,Summer,Grandview-Woodland,7
1397,2013,1,1,Theft from Vehicle,PM,Winter,Renfrew-Collingwood,29
1398,2018,12,1,Theft of Bicycle,PM,Autumn,Kensington-Cedar Cottage,1
1399,2014,4,1,Theft of Vehicle,PM,Spring,Sunset,4
1400,2016,10,1,Theft from Vehicle,PM,Autumn,Kitsilano,41
1401,2015,4,1,Mischief,AM,Spring,Sunset,6
1402,2020,1,1,Other Theft,AM,Winter,Mount Pleasant,13
1403,2013,6,1,Offence Against a Person,AM,Summer,Kitsilano,4
1404,2022,1,1,Mischief,AM,Winter,Central Business District,86
1405,2020,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Oakridge,1
1406,2018,8,1,Break and Enter Residential/Other,PM,Summer,West Point Grey,1
1407,2014,6,1,Offence Against a Person,AM,Summer,Hastings-Sunrise,3
1408,2022,7,1,Break and Enter Residential/Other,AM,Summer,Sunset,1
1409,2018,9,1,Mischief,PM,Summer,West End,12
1410,2013,3,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Grandview-Woodland,1
1411,2016,6,1,Break and Enter Residential/Other,PM,Summer,South Cambie,1
1412,2021,6,1,Theft of Bicycle,PM,Spring,South Cambie,4
1413,2013,6,1,Break and Enter Commercial,PM,Summer,West End,4
1414,2017,3,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Grandview-Woodland,2
1415,2016,9,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Fairview,2
1416,2012,5,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Riley Park,1
1417,2015,9,1,Other Theft,PM,Autumn,Strathcona,10
1418,2014,9,1,Mischief,AM,Autumn,Fairview,1
1419,2020,11,1,Break and Enter Commercial,PM,Autumn,Marpole,4
1420,2012,9,1,Mischief,PM,Summer,Dunbar-Southlands,4
1421,2021,6,1,Mischief,PM,Summer,Shaughnessy,1
1422,2015,8,1,Theft from Vehicle,PM,Summer,Arbutus Ridge,2
1423,2012,10,1,Other Theft,PM,Autumn,Oakridge,10
1424,2021,8,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Arbutus Ridge,1
1425,2019,6,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,South Cambie,2
1426,2013,6,1,Break and Enter Residential/Other,AM,Summer,Grandview-Woodland,7
1427,2016,11,1,Offence Against a Person,AM,Autumn,Fairview,11
1428,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,West End,3
1429,2014,12,1,Break and Enter Residential/Other,AM,Autumn,Renfrew-Collingwood,8
1430,2014,9,1,Theft of Vehicle,AM,Summer,Musqueam,1
1431,2022,6,1,Theft from Vehicle,PM,Spring,Shaughnessy,3
1432,2015,12,1,Other Theft,PM,Autumn,Oakridge,12
1433,2015,6,1,Other Theft,AM,Spring,Fairview,10
1434,2015,12,1,Mischief,AM,Winter,Kitsilano,2
1435,2012,2,1,Break and Enter Commercial,AM,Winter,Sunset,2
1436,2012,2,1,Other Theft,PM,Winter,West End,46
1437,2014,3,1,Theft of Vehicle,PM,Winter,Riley Park,1
1438,2019,11,1,Theft of Vehicle,AM,Autumn,Kitsilano,1
1439,2018,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,South Cambie,1
1440,2022,12,1,Theft from Vehicle,PM,Winter,Strathcona,5
1441,2013,5,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Renfrew-Collingwood,6
1442,2014,5,1,Offence Against a Person,AM,Spring,West End,29
1443,2018,1,1,Break and Enter Residential/Other,AM,Winter,Kerrisdale,6
1444,2020,10,1,Theft of Vehicle,PM,Autumn,Riley Park,1
1445,2016,9,1,Mischief,PM,Autumn,Fairview,4
1446,2021,6,1,Theft of Bicycle,AM,Summer,Grandview-Woodland,5
1447,2020,3,1,Theft of Vehicle,AM,Spring,Grandview-Woodland,3
1448,2019,10,1,Break and Enter Commercial,PM,Autumn,Shaughnessy,1
1449,2013,9,1,Theft from Vehicle,AM,Summer,Central Business District,52
1450,2019,9,1,Break and Enter Residential/Other,AM,Summer,Kerrisdale,7
1451,2021,10,1,Theft of Bicycle,PM,Autumn,Central Business District,17
1452,2015,6,1,Theft from Vehicle,PM,Summer,Marpole,4
1453,2018,11,1,Offence Against a Person,AM,Autumn,West End,27
1454,2014,6,1,Mischief,PM,Summer,Sunset,1
1455,2022,4,1,Theft from Vehicle,PM,Spring,Kensington-Cedar Cottage,18
1456,2015,9,1,Break and Enter Commercial,AM,Summer,Mount Pleasant,10
1457,2013,3,1,Theft of Vehicle,PM,Winter,Kerrisdale,4
1458,2012,8,1,Break and Enter Commercial,PM,Summer,West End,5
1459,2016,5,1,Offence Against a Person,AM,Spring,Kensington-Cedar Cottage,17
1460,2016,3,1,Mischief,AM,Spring,Central Business District,18
1461,2015,9,1,Break and Enter Residential/Other,PM,Summer,Hastings-Sunrise,4
1462,2012,12,1,Break and Enter Residential/Other,PM,Winter,Marpole,3
1463,2014,8,1,Theft of Vehicle,AM,Summer,Kensington-Cedar Cottage,3
1464,2013,1,1,Theft of Vehicle,AM,Winter,Kitsilano,2
1465,2015,3,1,Theft of Vehicle,AM,Spring,Hastings-Sunrise,1
1466,2016,5,1,Offence Against a Person,AM,Spring,Strathcona,41
1467,2017,4,1,Break and Enter Residential/Other,AM,Spring,Oakridge,6
1468,2020,8,1,Other Theft,AM,Summer,Strathcona,24
1469,2018,12,1,Break and Enter Residential/Other,PM,Winter,Mount Pleasant,2
1470,2014,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,West End,3
1471,2012,4,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Fairview,1
1472,2019,12,1,Theft of Bicycle,AM,Autumn,Kitsilano,4
1473,2021,10,1,Break and Enter Commercial,PM,Autumn,Killarney,1
1474,2012,9,1,Break and Enter Residential/Other,AM,Summer,Kensington-Cedar Cottage,14
1475,2015,12,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Fairview,1
1476,2012,5,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Kensington-Cedar Cottage,1
1477,2012,5,1,Offence Against a Person,AM,Spring,Kitsilano,5
1478,2013,1,1,Break and Enter Commercial,AM,Winter,Dunbar-Southlands,1
1479,2022,7,1,Other Theft,AM,Summer,Renfrew-Collingwood,30
1480,2017,10,1,Mischief,PM,Autumn,Riley Park,18
1481,2016,9,1,Break and Enter Residential/Other,AM,Autumn,Riley Park,4
1482,2020,9,1,Theft of Bicycle,AM,Summer,Fairview,7
1483,2019,1,1,Break and Enter Residential/Other,AM,Winter,Grandview-Woodland,8
1484,2020,2,1,Offence Against a Person,AM,Winter,Riley Park,4
1485,2017,4,1,Theft of Bicycle,AM,Spring,Sunset,2
1486,2012,9,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Marpole,4
1487,2018,7,1,Mischief,PM,Summer,Strathcona,21
1488,2018,12,1,Theft of Vehicle,PM,Winter,Kensington-Cedar Cottage,1
1489,2012,4,1,Theft of Vehicle,AM,Spring,Riley Park,1
1490,2014,10,1,Break and Enter Residential/Other,PM,Autumn,Arbutus Ridge,10
1491,2013,11,1,Mischief,AM,Autumn,Kitsilano,5
1492,2022,2,1,Theft from Vehicle,PM,Winter,Strathcona,14
1493,2018,6,1,Other Theft,AM,Spring,Victoria-Fraserview,3
1494,2012,3,1,Theft of Vehicle,PM,Spring,Marpole,1
1495,2021,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Marpole,1
1496,2018,12,1,Other Theft,AM,Winter,Oakridge,1
1497,2014,9,1,Break and Enter Residential/Other,PM,Autumn,Strathcona,1
1498,2020,3,1,Mischief,AM,Spring,Mount Pleasant,9
1499,2012,10,1,Theft from Vehicle,AM,Autumn,Grandview-Woodland,13
1500,2015,8,1,Offence Against a Person,AM,Summer,Oakridge,3
1501,2017,7,1,Theft from Vehicle,PM,Summer,Mount Pleasant,38
1502,2022,3,1,Theft of Vehicle,PM,Winter,Kensington-Cedar Cottage,2
1503,2017,2,1,Other Theft,PM,Winter,South Cambie,4
1504,2022,1,1,Theft of Bicycle,PM,Winter,Strathcona,3
1505,2017,11,1,Other Theft,PM,Autumn,Killarney,10
1506,2022,12,1,Break and Enter Residential/Other,AM,Winter,Oakridge,1
1507,2019,5,1,Break and Enter Commercial,PM,Spring,Oakridge,1
1508,2022,9,1,Mischief,AM,Summer,Marpole,2
1509,2015,9,1,Mischief,PM,Summer,Riley Park,4
1510,2021,11,1,Other Theft,PM,Autumn,Riley Park,5
1511,2015,9,1,Break and Enter Commercial,AM,Autumn,Fairview,3
1512,2012,4,1,Theft from Vehicle,PM,Spring,Musqueam,4
1513,2022,7,1,Theft from Vehicle,AM,Summer,Stanley Park,1
1514,2012,12,1,Theft from Vehicle,AM,Autumn,Killarney,3
1515,2022,8,1,Break and Enter Residential/Other,AM,Summer,Grandview-Woodland,1
1516,2012,12,1,Other Theft,PM,Autumn,Renfrew-Collingwood,20
1517,2022,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Sunset,1
1518,2020,11,1,Break and Enter Commercial,PM,Autumn,Fairview,5
1519,2014,1,1,Mischief,PM,Winter,Riley Park,7
1520,2016,6,1,Other Theft,AM,Spring,Victoria-Fraserview,1
1521,2013,11,1,Break and Enter Residential/Other,AM,Autumn,Sunset,4
1522,2016,7,1,Mischief,AM,Summer,Grandview-Woodland,8
1523,2014,7,1,Theft of Bicycle,AM,Summer,Strathcona,5
1524,2020,7,1,Break and Enter Commercial,PM,Summer,Sunset,1
1525,2015,10,1,Other Theft,PM,Autumn,Kerrisdale,7
1526,2016,3,1,Mischief,PM,Winter,Renfrew-Collingwood,9
1527,2013,3,1,Offence Against a Person,AM,Spring,Fairview,2
1528,2014,10,1,Theft of Bicycle,PM,Autumn,Shaughnessy,1
1529,2021,6,1,Theft of Bicycle,AM,Spring,Kitsilano,2
1530,2017,5,1,Mischief,PM,Spring,Kerrisdale,4
1531,2015,9,1,Other Theft,PM,Summer,Oakridge,6
1532,2013,6,1,Other Theft,PM,Spring,Kerrisdale,4
1533,2016,1,1,Break and Enter Residential/Other,PM,Winter,Central Business District,5
1534,2014,3,1,Other Theft,PM,Winter,Mount Pleasant,30
1535,2013,2,1,Mischief,AM,Winter,Marpole,3
1536,2022,9,1,Other Theft,AM,Autumn,Hastings-Sunrise,2
1537,2016,11,1,Other Theft,AM,Autumn,Strathcona,11
1538,2012,9,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Central Business District,1
1539,2012,12,1,Mischief,AM,Autumn,Shaughnessy,2
1540,2015,10,1,Mischief,AM,Autumn,Hastings-Sunrise,6
1541,2015,4,1,Break and Enter Residential/Other,PM,Spring,Renfrew-Collingwood,7
1542,2022,5,1,Mischief,AM,Spring,Arbutus Ridge,3
1543,2015,4,1,Theft of Vehicle,PM,Spring,Marpole,4
1544,2013,10,1,Theft from Vehicle,PM,Autumn,Stanley Park,29
1545,2014,3,1,Theft of Bicycle,AM,Winter,Kensington-Cedar Cottage,1
1546,2013,6,1,Mischief,AM,Spring,Shaughnessy,1
1547,2018,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Fairview,1
1548,2015,3,1,Vehicle Collision or Pedestrian Struck (with Fatality),PM,Winter,Strathcona,1
1549,2020,6,1,Theft from Vehicle,AM,Spring,Killarney,1
1550,2021,12,1,Break and Enter Residential/Other,PM,Winter,Strathcona,1
1551,2014,8,1,Break and Enter Commercial,AM,Summer,Central Business District,30
1552,2022,2,1,Other Theft,AM,Winter,Sunset,14
1553,2013,7,1,Other Theft,PM,Summer,Musqueam,2
1554,2016,8,1,Mischief,PM,Summer,Shaughnessy,2
1555,2015,4,1,Break and Enter Residential/Other,AM,Spring,West End,2
1556,2019,8,1,Break and Enter Residential/Other,PM,Summer,Marpole,5
1557,2020,4,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Fairview,1
1558,2019,12,1,Mischief,PM,Winter,Dunbar-Southlands,1
1559,2014,9,1,Theft of Vehicle,AM,Autumn,Grandview-Woodland,1
1560,2022,7,1,Theft of Bicycle,PM,Summer,Oakridge,1
1561,2015,11,1,Offence Against a Person,AM,Autumn,Strathcona,31
1562,2013,3,1,Theft from Vehicle,PM,Winter,South Cambie,1
1563,2014,3,1,Theft from Vehicle,AM,Spring,Shaughnessy,2
1564,2017,11,1,Break and Enter Residential/Other,AM,Autumn,Kitsilano,9
1565,2015,2,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Marpole,1
1566,2022,9,1,Theft from Vehicle,AM,Summer,Kitsilano,9
1567,2021,9,1,Theft from Vehicle,PM,Autumn,Shaughnessy,1
1568,2022,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Mount Pleasant,2
1569,2015,6,1,Offence Against a Person,AM,Spring,Shaughnessy,1
1570,2017,12,1,Theft of Bicycle,AM,Autumn,West End,1
1571,2017,12,1,Mischief,AM,Winter,Grandview-Woodland,1
1572,2020,6,1,Break and Enter Residential/Other,PM,Spring,Central Business District,2
1573,2015,9,1,Break and Enter Residential/Other,PM,Summer,Riley Park,6
1574,2019,1,1,Other Theft,AM,Winter,Kitsilano,8
1575,2017,9,1,Theft of Bicycle,AM,Summer,Kensington-Cedar Cottage,7
1576,2012,8,1,Theft of Bicycle,PM,Summer,Mount Pleasant,23
1577,2018,6,1,Theft from Vehicle,PM,Spring,West Point Grey,7
1578,2016,3,1,Theft of Bicycle,AM,Winter,Shaughnessy,1
1579,2020,2,1,Other Theft,PM,Winter,Kensington-Cedar Cottage,32
1580,2022,11,1,Offence Against a Person,AM,Autumn,Grandview-Woodland,18
1581,2015,3,1,Other Theft,PM,Spring,Dunbar-Southlands,3
1582,2014,12,1,Theft of Bicycle,AM,Autumn,West End,9
1583,2018,1,1,Theft of Bicycle,AM,Winter,West End,3
1584,2017,3,1,Mischief,AM,Winter,Sunset,6
1585,2018,9,1,Offence Against a Person,AM,Autumn,Stanley Park,1
1586,2022,11,1,Theft from Vehicle,AM,Autumn,Kitsilano,8
1587,2018,12,1,Theft from Vehicle,AM,Autumn,Dunbar-Southlands,4
1588,2018,7,1,Offence Against a Person,AM,Summer,Hastings-Sunrise,14
1589,2016,1,1,Other Theft,PM,Winter,Marpole,8
1590,2018,7,1,Other Theft,AM,Summer,Victoria-Fraserview,4
1591,2013,4,1,Theft of Bicycle,AM,Spring,Strathcona,3
1592,2020,6,1,Break and Enter Residential/Other,AM,Summer,Renfrew-Collingwood,1
1593,2022,12,1,Break and Enter Commercial,AM,Autumn,Central Business District,31
1594,2021,6,1,Theft of Bicycle,AM,Summer,Arbutus Ridge,1
1595,2013,1,1,Theft of Bicycle,PM,Winter,Central Business District,7
1596,2021,4,1,Theft of Bicycle,AM,Spring,West End,6
1597,2017,5,1,Break and Enter Commercial,AM,Spring,Central Business District,22
1598,2021,9,1,Other Theft,PM,Autumn,West End,10
1599,2014,3,1,Mischief,AM,Winter,Kitsilano,3
1600,2022,3,1,Offence Against a Person,AM,Winter,Oakridge,3
1601,2021,10,1,Mischief,PM,Autumn,Marpole,9
1602,2012,6,1,Break and Enter Commercial,AM,Spring,Grandview-Woodland,2
1603,2014,12,1,Other Theft,AM,Autumn,Central Business District,71
1604,2020,2,1,Mischief,AM,Winter,South Cambie,1
1605,2019,9,1,Offence Against a Person,AM,Summer,Strathcona,34
1606,2012,6,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Sunset,2
1607,2016,7,1,Theft of Bicycle,AM,Summer,Sunset,1
1608,2021,8,1,Theft of Bicycle,PM,Summer,Kensington-Cedar Cottage,4
1609,2017,5,1,Theft from Vehicle,PM,Spring,Stanley Park,2
1610,2016,9,1,Break and Enter Residential/Other,PM,Autumn,Marpole,2
1611,2022,1,1,Theft of Vehicle,PM,Winter,Shaughnessy,2
1612,2013,4,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Kerrisdale,3
1613,2013,6,1,Break and Enter Commercial,AM,Spring,Strathcona,1
1614,2012,10,1,Theft of Vehicle,AM,Autumn,Kitsilano,1
1615,2016,4,1,Break and Enter Commercial,AM,Spring,Renfrew-Collingwood,3
1616,2012,5,1,Mischief,AM,Spring,Kerrisdale,3
1617,2018,11,1,Theft of Bicycle,PM,Autumn,West End,6
1618,2014,5,1,Theft of Bicycle,PM,Spring,Mount Pleasant,31
1619,2019,1,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Hastings-Sunrise,1
1620,2015,7,1,Break and Enter Residential/Other,PM,Summer,Central Business District,5
1621,2022,11,1,Theft from Vehicle,PM,Autumn,Stanley Park,2
1622,2014,5,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Mount Pleasant,11
1623,2018,4,1,Theft from Vehicle,PM,Spring,Kitsilano,64
1624,2021,4,1,Theft from Vehicle,AM,Spring,Fairview,12
1625,2017,4,1,Other Theft,PM,Spring,Central Business District,300
1626,2014,12,1,Mischief,PM,Autumn,Kitsilano,5
1627,2021,9,1,Other Theft,AM,Summer,Kensington-Cedar Cottage,8
1628,2022,6,1,Other Theft,PM,Spring,Kerrisdale,3
1629,2017,7,1,Mischief,AM,Summer,South Cambie,1
1630,2019,3,1,Theft from Vehicle,AM,Winter,Hastings-Sunrise,8
1631,2017,1,1,Mischief,AM,Winter,Fairview,7
1632,2016,6,1,Other Theft,AM,Spring,Arbutus Ridge,1
1633,2015,3,1,Theft of Vehicle,AM,Spring,Kerrisdale,1
1634,2022,9,1,Theft from Vehicle,PM,Autumn,Strathcona,7
1635,2016,2,1,Theft from Vehicle,PM,Winter,Fairview,34
