,TYPE,YEAR,MONTH,NEIGHBOURHOOD,Lat,Long,SEASON
835,Break and Enter Residential/Other,2018,6,Kerrisdale,49.23370399743914,-123.1646819281122,Spring
836,Break and Enter Commercial,2022,10,Mount Pleasant,49.261107270155016,-123.09735891138168,Autumn
837,Break and Enter Residential/Other,2018,2,Riley Park,49.25289466071036,-123.09230323438972,Winter
838,Theft of Vehicle,2019,12,West End,49.29006855555613,-123.14077616402405,Autumn
839,Other Theft,2020,11,Central Business District,49.277226807786185,-123.11676307070772,Autumn
840,Mischief,2019,5,Strathcona,49.27491887619413,-123.07859688596407,Spring
841,Theft from Vehicle,2018,10,Kensington-Cedar Cottage,49.23752792377542,-123.07419210227611,Autumn
842,Mischief,2019,9,Central Business District,49.28389630469053,-123.10668161358856,Summer
843,Other Theft,2022,3,Central Business District,49.28469064887804,-123.11487641958574,Spring
844,Other Theft,2021,9,Central Business District,49.281419347779455,-123.11998561962189,Summer
845,Theft from Vehicle,2022,6,Strathcona,49.27281839712381,-123.0813992174868,Summer
846,Mischief,2021,10,Grandview-Woodland,49.28479347284459,-123.06535447209664,Autumn
847,Other Theft,2022,11,Kerrisdale,49.23178846845256,-123.15415461496838,Autumn
848,Theft from Vehicle,2019,11,Grandview-Woodland,49.28028031880108,-123.07405737839328,Autumn
849,Theft of Vehicle,2019,4,Fairview,49.26151347504016,-123.12900632256373,Spring
850,Theft from Vehicle,2018,10,Central Business District,49.2846655002354,-123.11285530265702,Autumn
851,Other Theft,2021,4,Central Business District,49.28436454671784,-123.11732424779662,Spring
852,Mischief,2020,7,Fairview,49.26352797567978,-123.13684972871604,Summer
853,Other Theft,2022,6,Sunset,49.21069199319222,-123.09920889068216,Spring
854,Theft of Bicycle,2018,9,Grandview-Woodland,49.27803483385053,-123.06374848281806,Summer
855,Theft from Vehicle,2018,6,West Point Grey,49.26374360242382,-123.20301179975031,Spring
856,Other Theft,2021,7,Victoria-Fraserview,49.21449726514554,-123.06824023780712,Summer
857,Theft from Vehicle,2021,6,West Point Grey,49.27490305201482,-123.21167112589042,Spring
858,Theft from Vehicle,2021,11,Renfrew-Collingwood,49.23642368867672,-123.03879130117672,Autumn
859,Theft of Bicycle,2021,4,West End,49.27819768067752,-123.13595817112444,Spring
860,Other Theft,2018,3,Central Business District,49.28006771600322,-123.1177160535758,Winter
861,Other Theft,2021,11,Central Business District,49.28306935371031,-123.12254859036489,Autumn
862,Other Theft,2018,3,Central Business District,49.28441482356251,-123.11238282767351,Winter
863,Theft from Vehicle,2021,3,Killarney,49.20574291842679,-123.0476281709028,Spring
864,Other Theft,2019,4,Mount Pleasant,49.2627475943559,-123.09711913629388,Spring
865,Other Theft,2022,10,Renfrew-Collingwood,49.25816391274642,-123.03694953865468,Autumn
866,Break and Enter Commercial,2019,8,Riley Park,49.24529116092588,-123.1153059359798,Summer
867,Mischief,2018,9,Central Business District,49.283984321328845,-123.10718829382934,Summer
868,Theft from Vehicle,2019,4,West End,49.29046779826064,-123.133879600356,Spring
869,Theft from Vehicle,2020,2,Fairview,49.25874226369056,-123.12567027549724,Winter
870,Other Theft,2018,1,Renfrew-Collingwood,49.25816391274642,-123.03694953865468,Winter
871,Other Theft,2020,1,Central Business District,49.28302615574157,-123.11524491865512,Winter
872,Theft from Vehicle,2020,8,Grandview-Woodland,49.28124258435421,-123.07256857477844,Summer
873,Mischief,2020,2,Strathcona,49.28022844193727,-123.0933782704846,Winter
874,Theft from Vehicle,2020,11,Renfrew-Collingwood,49.25985807405582,-123.04949915310144,Autumn
875,Other Theft,2021,9,Central Business District,49.28206685849968,-123.10774530784246,Autumn
876,Mischief,2020,11,Sunset,49.2190368019002,-123.08804085833182,Autumn
877,Mischief,2019,9,Oakridge,49.22739253428807,-123.1283407854916,Autumn
878,Mischief,2020,11,Fairview,49.26443660054784,-123.13110843590724,Autumn
879,Theft from Vehicle,2018,9,Central Business District,49.28272291081281,-123.10553677905146,Autumn
880,Theft from Vehicle,2018,9,West End,49.287135799190885,-123.12533019600966,Summer
881,Mischief,2021,8,Central Business District,49.277703594309344,-123.1013731539092,Summer
882,Other Theft,2020,1,Central Business District,49.2813800315058,-123.10220058819417,Winter
883,Theft from Vehicle,2018,2,Kensington-Cedar Cottage,49.2331137947421,-123.09048419196851,Winter
884,Other Theft,2019,8,Mount Pleasant,49.26290820870594,-123.10230516344676,Summer
885,Mischief,2018,8,Mount Pleasant,49.26158059185056,-123.10108768749662,Summer
886,Break and Enter Commercial,2018,2,West End,49.28759819039641,-123.1295439358313,Winter
887,Theft from Vehicle,2020,4,Grandview-Woodland,49.26581405266231,-123.06873533557903,Spring
888,Mischief,2022,2,Central Business District,49.28051165203991,-123.1034230922132,Winter
889,Mischief,2021,4,Kitsilano,49.26819828230977,-123.1554748803645,Spring
890,Mischief,2019,7,Strathcona,49.26878811643498,-123.08144943365876,Summer
891,Theft from Vehicle,2018,4,Kitsilano,49.25886071156605,-123.18407584508904,Spring
892,Theft from Vehicle,2020,1,West End,49.28244606637276,-123.13663135193978,Winter
893,Vehicle Collision or Pedestrian Struck (with Injury),2020,2,Sunset,49.22041830334664,-123.077520741833,Winter
894,Theft from Vehicle,2018,9,Central Business District,49.28785579610718,-123.12419280451245,Summer
895,Theft from Vehicle,2019,5,Central Business District,49.27938223216528,-123.1100775203599,Spring
896,Other Theft,2022,4,South Cambie,49.24909202149017,-123.12721197809282,Spring
897,Theft from Vehicle,2019,11,Renfrew-Collingwood,49.23416619856674,-123.03593019962317,Autumn
898,Break and Enter Residential/Other,2022,5,Shaughnessy,49.244577618554814,-123.13019976405047,Spring
899,Mischief,2019,11,Dunbar-Southlands,49.23785522394997,-123.18531970591478,Autumn
900,Break and Enter Residential/Other,2019,12,Kensington-Cedar Cottage,49.24260569821548,-123.06280442666056,Autumn
901,Theft of Bicycle,2020,10,Strathcona,49.27795826022925,-123.08499720499692,Autumn
902,Break and Enter Residential/Other,2020,5,West Point Grey,49.2643318292118,-123.18739839519488,Spring
903,Other Theft,2020,9,Strathcona,49.27543475508136,-123.09913876408018,Summer
904,Theft from Vehicle,2020,4,Mount Pleasant,49.26347717625413,-123.090822083154,Spring
905,Break and Enter Commercial,2021,6,Kensington-Cedar Cottage,49.252607238826535,-123.0659516844096,Summer
906,Theft of Bicycle,2018,6,Central Business District,49.279252097562754,-123.12304019523056,Summer
907,Vehicle Collision or Pedestrian Struck (with Injury),2022,6,Grandview-Woodland,49.27428163419867,-123.06289519869544,Spring
908,Other Theft,2022,2,Mount Pleasant,49.27125768556278,-123.10600965334508,Winter
909,Other Theft,2022,10,West End,49.28095514088859,-123.13647660094674,Autumn
910,Theft from Vehicle,2022,11,Hastings-Sunrise,49.26383804376897,-123.0563895721866,Autumn
911,Other Theft,2020,11,Mount Pleasant,49.26272964956728,-123.09110184701484,Autumn
912,Theft from Vehicle,2018,10,Riley Park,49.23557930677608,-123.1087335788227,Autumn
913,Break and Enter Residential/Other,2020,10,Oakridge,49.230859174756944,-123.1218200123698,Autumn
914,Break and Enter Commercial,2020,2,Strathcona,49.28465320071916,-123.09651553404224,Winter
915,Vehicle Collision or Pedestrian Struck (with Injury),2019,7,Shaughnessy,49.24913175733749,-123.12751277957608,Summer
916,Other Theft,2022,4,Central Business District,49.28150161301972,-123.1074673465428,Spring
917,Mischief,2020,2,Mount Pleasant,49.27153341244768,-123.10225994433134,Winter
918,Theft of Vehicle,2019,11,Grandview-Woodland,49.27213049782468,-123.0734001031004,Autumn
919,Theft from Vehicle,2019,8,West End,49.29335448935246,-123.13631309816446,Summer
920,Theft of Bicycle,2018,5,Fairview,49.27258616567613,-123.13576800227293,Spring
921,Other Theft,2018,3,Central Business District,49.28246309515364,-123.10706011076616,Winter
922,Break and Enter Commercial,2018,11,West End,49.28443736059801,-123.1245075269803,Autumn
923,Other Theft,2020,2,Mount Pleasant,49.26154893824874,-123.08533553204026,Winter
924,Theft from Vehicle,2018,11,Grandview-Woodland,49.26238384385203,-123.07166706969656,Autumn
925,Other Theft,2021,1,Strathcona,49.283184051899546,-123.09698009180812,Winter
926,Theft from Vehicle,2022,4,Hastings-Sunrise,49.280180989191024,-123.0492061848022,Spring
927,Other Theft,2022,10,Central Business District,49.28137272036163,-123.11972025412156,Autumn
928,Break and Enter Residential/Other,2018,5,Hastings-Sunrise,49.27667241852714,-123.05239260585468,Spring
929,Theft from Vehicle,2021,11,Central Business District,49.28292789817201,-123.10679400005414,Autumn
930,Mischief,2021,7,Central Business District,49.28766409826321,-123.11619420007789,Summer
931,Theft from Vehicle,2019,3,Central Business District,49.27486496023399,-123.11283479650652,Winter
932,Mischief,2022,8,West End,49.2868309864547,-123.14105576293916,Summer
933,Other Theft,2019,7,Central Business District,49.28375986200099,-123.12018751403636,Summer
934,Theft of Vehicle,2021,11,Marpole,49.21559981260517,-123.12387153604848,Autumn
935,Mischief,2021,6,Strathcona,49.28309815537314,-123.09246432440284,Spring
936,Theft from Vehicle,2018,4,Strathcona,49.28389141642072,-123.09076588249222,Spring
937,Mischief,2021,11,Central Business District,49.27693624696116,-123.12660409675034,Autumn
938,Theft of Vehicle,2020,8,Central Business District,49.28174169588719,-123.11717671187996,Summer
939,Other Theft,2021,5,Central Business District,49.28011122352749,-123.1179616231255,Spring
940,Theft from Vehicle,2020,12,Renfrew-Collingwood,49.24325065077683,-123.05399149688893,Autumn
941,Mischief,2018,8,West Point Grey,49.26459545143143,-123.19292257565036,Summer
942,Theft from Vehicle,2022,4,Central Business District,49.28049249829376,-123.10437879995212,Spring
943,Theft from Vehicle,2019,3,Hastings-Sunrise,49.27034335825283,-123.03636815602938,Winter
944,Mischief,2022,9,Central Business District,49.27944713089563,-123.10001843949355,Summer
945,Mischief,2021,2,Kitsilano,49.2600722901702,-123.15605692032202,Winter
946,Other Theft,2018,11,Central Business District,49.2764934575961,-123.1214591789592,Autumn
947,Mischief,2021,8,Hastings-Sunrise,49.26204793137929,-123.05021845311644,Summer
948,Theft from Vehicle,2020,2,Renfrew-Collingwood,49.25613734742575,-123.02458397548106,Winter
949,Theft from Vehicle,2020,1,Kensington-Cedar Cottage,49.24470872634191,-123.06411039290904,Winter
950,Mischief,2019,7,Kensington-Cedar Cottage,49.24056113915644,-123.0736825835868,Summer
951,Mischief,2022,2,Central Business District,49.285601198562325,-123.11939160040494,Winter
952,Theft from Vehicle,2020,4,Central Business District,49.27945719793277,-123.1061131005191,Spring
953,Theft from Vehicle,2022,5,Central Business District,49.281065698343454,-123.10758359982115,Spring
954,Theft from Vehicle,2019,7,Killarney,49.21729999453992,-123.02448210859464,Summer
955,Other Theft,2022,12,Sunset,49.21069199319222,-123.09920889068216,Autumn
956,Other Theft,2021,8,Central Business District,49.2751748034238,-123.13039885420584,Summer
957,Theft from Vehicle,2019,7,Grandview-Woodland,49.27039142317458,-123.06182625446075,Summer
958,Other Theft,2022,4,Sunset,49.21069199319222,-123.09920889068216,Spring
959,Mischief,2021,9,Hastings-Sunrise,49.264722326997344,-123.05060840022053,Summer
960,Other Theft,2018,10,Kensington-Cedar Cottage,49.23594014303368,-123.06135889197805,Autumn
961,Mischief,2018,6,West Point Grey,49.26775290219591,-123.18757543240032,Summer
962,Other Theft,2019,10,Central Business District,49.27506806518534,-123.12968629478924,Autumn
963,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,Kitsilano,49.2697814146023,-123.14557369509076,Spring
964,Mischief,2021,4,Central Business District,49.27558008796926,-123.13007162428548,Spring
965,Theft of Bicycle,2019,9,Central Business District,49.28457222700381,-123.11487864706524,Summer
966,Other Theft,2020,6,West End,49.28079734267541,-123.1317476118723,Spring
967,Other Theft,2020,8,Kitsilano,49.26816368820151,-123.1531514947026,Summer
968,Theft of Vehicle,2019,10,Grandview-Woodland,49.26957091431283,-123.06151541144555,Autumn
969,Other Theft,2021,1,Killarney,49.20587273540104,-123.0489226728296,Winter
970,Mischief,2022,9,Victoria-Fraserview,49.210946343730456,-123.0639739435233,Summer
971,Other Theft,2021,7,Strathcona,49.28184299843746,-123.09958228830574,Summer
972,Theft from Vehicle,2022,1,Central Business District,49.27931644988858,-123.12100790979156,Winter
973,Other Theft,2022,10,Oakridge,49.2257722618436,-123.1084670507354,Autumn
974,Mischief,2018,7,Strathcona,49.28215811880965,-123.0949043606888,Summer
975,Theft from Vehicle,2019,8,Kensington-Cedar Cottage,49.25015079816906,-123.07612320010868,Summer
976,Break and Enter Commercial,2019,6,Central Business District,49.28650398659238,-123.12214045447432,Spring
977,Other Theft,2018,12,Central Business District,49.27808976691324,-123.11888571700476,Autumn
978,Mischief,2020,11,Grandview-Woodland,49.26684754017764,-123.07277031156944,Autumn
979,Other Theft,2018,8,Mount Pleasant,49.25886240596359,-123.10118270247813,Summer
980,Other Theft,2021,1,Grandview-Woodland,49.27290246460261,-123.06952339501866,Winter
981,Mischief,2021,1,Central Business District,49.27780269854963,-123.1271935997066,Winter
982,Other Theft,2020,10,Central Business District,49.281419347779455,-123.11998561962189,Autumn
983,Mischief,2020,6,Dunbar-Southlands,49.23852351870602,-123.17845762620556,Spring
984,Theft from Vehicle,2018,4,Central Business District,49.28227629406161,-123.10092520406482,Spring
985,Theft from Vehicle,2018,7,Central Business District,49.2774472527483,-123.11409141411714,Summer
986,Theft of Bicycle,2022,12,Grandview-Woodland,49.28116869846226,-123.0565442000194,Autumn
987,Theft from Vehicle,2019,6,Mount Pleasant,49.26261830342496,-123.09593924378144,Spring
988,Break and Enter Commercial,2020,4,Sunset,49.22634711654549,-123.09078404701576,Spring
989,Theft from Vehicle,2020,5,Mount Pleasant,49.26454452983317,-123.1002655936492,Spring
990,Theft from Vehicle,2020,10,Kensington-Cedar Cottage,49.23673004366375,-123.08130913859064,Autumn
991,Other Theft,2019,1,Mount Pleasant,49.26528022059743,-123.11467229248773,Winter
992,Theft of Bicycle,2019,9,Central Business District,49.2783996347776,-123.11458609742536,Summer
993,Break and Enter Commercial,2022,6,Central Business District,49.2750280849146,-123.12145142082468,Spring
994,Mischief,2022,1,Central Business District,49.284653682335,-123.1149397178826,Winter
995,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,Strathcona,49.28220241322943,-123.09503852537856,Winter
996,Other Theft,2019,6,Central Business District,49.27971039854252,-123.10762959988172,Summer
997,Break and Enter Commercial,2019,8,South Cambie,49.24755333616227,-123.1248510450256,Summer
998,Other Theft,2021,8,Kitsilano,49.26141598797227,-123.15698977732384,Summer
999,Theft from Vehicle,2019,5,Kitsilano,49.27212780507191,-123.16637384315388,Spring
1000,Mischief,2020,10,Kensington-Cedar Cottage,49.24431521644962,-123.06327149157244,Autumn
1001,Break and Enter Commercial,2021,3,Kitsilano,49.26425083207093,-123.17624732074307,Spring
1002,Other Theft,2018,9,Central Business District,49.28228285742261,-123.10122390873394,Summer
1003,Break and Enter Residential/Other,2018,5,Central Business District,49.28049554664085,-123.10963865898376,Spring
1004,Mischief,2022,9,Strathcona,49.276603714677925,-123.09161496032114,Summer
1005,Mischief,2018,5,Kitsilano,49.26046752161714,-123.17036613255694,Spring
1006,Mischief,2020,9,Strathcona,49.2708965419142,-123.09800423470904,Summer
1007,Theft of Vehicle,2020,7,Mount Pleasant,49.268966886601326,-123.11018501020656,Summer
1008,Break and Enter Residential/Other,2018,7,Mount Pleasant,49.26524510263364,-123.08707372082286,Summer
1009,Break and Enter Commercial,2022,11,West End,49.29114737550698,-123.13931838216664,Autumn
1010,Break and Enter Residential/Other,2022,3,Central Business District,49.281277414870935,-123.10853617422885,Spring
1011,Other Theft,2022,9,Mount Pleasant,49.26403416228645,-123.11454561439254,Summer
1012,Theft from Vehicle,2021,3,Fairview,49.26060799808037,-123.12544230027493,Winter
1013,Other Theft,2020,2,Central Business District,49.27488005615856,-123.11588294454177,Winter
